id,text
43,"슬픔도, 기쁨도 길게 머무르지 않습니다. 그러니 지금의 마음을 잘 흘려보내세요."
44,"오늘은 거울을 보며 잠깐 웃어 보세요. 당신의 표정이, 당신을 바꿉니다."
45,"애써 괜찮은 척하지 않아도 됩니다. 안 괜찮은 날에는, 안 괜찮다고 말해도 됩니다."
46,"오늘 당신이 마신 물 한 컵, 잘 챙긴 끼니, 잠깐의 휴식. 그 모두가 잘 살아낸 흔적입니다."
47,"비가 오는 날엔 비를 핑계로 천천히 걷고, 맑은 날엔 햇빛을 핑계로 잠깐 멈춰 서세요."
48,오늘 당신의 마음을 가장 잘 돌볼 수 있는 사람은 당신입니다.
49,"무리하지 않아도 됩니다. 당신의 페이스가 결국, 가장 멀리 갑니다."
50,오늘 한 통의 안부 메시지가 누군가의 하루를 바꿀 수 있습니다.
51,"잘하고 있는지 자꾸 묻지 않아도 됩니다. 잘하고 있어요, 분명히."
52,오늘은 작은 것에 감사해 보세요. 작은 감사가 큰 마음을 만듭니다.
53,당신이 지금 느끼는 감정은 모두 정당합니다.
54,"하루의 끝에 스스로를 안아 주세요. 오늘 당신을, 오늘만큼 잘 아는 사람은 없습니다."
55,오늘 잠깐 멍하니 있는 시간을 자신에게 허락해 보세요.
56,누군가에게 잘 보이려 애쓰지 않아도 괜찮습니다. 당신은 이미 충분합니다.
57,오늘 당신이 한 작은 친절은 어딘가에서 누군가의 마음을 데우고 있습니다.
58,"마음이 자꾸 미끄러지는 날에는, 잠깐 일어나 창문을 열어 보세요. 공기 한 번 바뀌면 마음도 살짝 움직입니다."
59,"잘 자는 것은 노력의 일부입니다. 오늘 밤은 일찍 누워 보세요."
60,오늘 당신이 감당한 무게는 결코 가볍지 않았습니다.
61,"당신이 잠시 멈춰도, 세상은 무너지지 않습니다. 잠깐 쉬어도 됩니다."
62,따뜻한 문장 한 줄을 오래 곱씹는 것도 좋은 휴식입니다.
63,오늘 한 번이라도 웃었다면 그 순간을 기억해 두세요. 다음에 꺼내 쓸 수 있습니다.
64,오늘 마음이 좁아진 것 같다면 호흡을 길게 한 번 하고 어깨를 떨어뜨려 보세요.
65,"누군가에게 받은 다정한 한마디가 있다면, 오늘은 그 한마디로 살아도 됩니다."
66,"당신의 어제를, 너무 미워하지 마세요. 그 어제가 오늘의 당신을 데려다 주었습니다."
67,잘 살아내고 있다는 증거는 거창하지 않습니다. 오늘 아침 일어난 것 자체가 증거입니다.
68,"오늘은 잘 먹는 것이, 가장 좋은 자기 돌봄입니다."
69,모르는 길 위에서도 결국 길은 이어집니다. 너무 두려워하지 않아도 됩니다.
70,"당신의 마음에도, 가끔은 햇빛이 들어와야 합니다. 잠깐 창가에 앉아 보세요."
71,"오늘 누군가에게 짧은 인사를 건네 보세요. 인사는 의외로, 받는 사람보다 주는 사람을 데웁니다."
72,"잘 안 풀리는 날에는, 잘 안 풀리는 대로 그냥 보내도 됩니다."
73,"오늘은 일찍 잠자리에 드는 것을 목표로 삼아도 좋습니다. 그 자체가 잘한 일입니다."
74,오늘 마음에 남는 풍경이 하나 있다면 그것을 오래 기억해 두세요.
75,"당신은 오늘도, 어딘가의 누군가에게 좋은 사람입니다."
76,잠깐의 멍 때림은 게으름이 아니라 마음의 정비 시간입니다.
77,오늘은 좋아하는 향을 곁에 두어 보세요. 향은 의외로 마음을 잡아 줍니다.
78,당신이 오늘 견뎌낸 작은 순간들이 결국 당신을 단단하게 합니다.
79,"오늘 한 번쯤은, 잘하지 않아도 되는 시간을 자신에게 주세요."
80,누군가의 한숨에 같이 무너지지 않아도 괜찮습니다. 당신의 마음은 당신이 지킵니다.
81,오늘 마음이 가벼워지는 일을 단 하나만 해보세요. 작은 일이어도 좋습니다.
82,어제의 당신이 오늘의 당신을 위해 견뎌 주었습니다. 고맙다고 한 번 말해 주세요.
83,오늘 당신의 마음에 자리 잡은 작은 불안은 곧 옅어집니다. 너무 오래 머무르지 않을 겁니다.
84,"당신의 하루가, 누군가에게는 위로였을 수도 있습니다."
85,"오늘은 누군가에게 고맙다는 말을 한 번 건네 보세요. 그 한 마디가, 두 사람을 살립니다."
86,잘 쉬는 것도 능력입니다. 오늘은 그 능력을 연습하는 날입니다.
87,오늘 당신이 한 작은 결심들이 어딘가에서 조용히 자라고 있습니다.
88,"마음이 너무 빠르게 흘러가는 날에는, 잠깐 멈춰 서서 발끝을 내려다보세요."
89,"오늘 당신을 가장 무겁게 한 것이 있었다면, 그것을 종이에 적고 한 번 접어 두세요. 적는 순간 조금 가벼워집니다."
90,"좋은 하루였는지 묻는 대신, 잘 견딘 하루였는지를 물어보세요. 답하기 한결 쉬워집니다."
91,오늘 당신의 다정함은 분명 누군가에게 닿았습니다.
92,"잘 모르는 일 앞에서 잠깐 망설여도 됩니다. 망설임도, 당신의 신중함입니다."
93,오늘 한 번쯤은 좋아하는 사람의 이름을 떠올려 보세요. 마음이 살짝 풀립니다.
94,오늘 잘 보낸 시간이 단 한 시간이라도 있다면 그것으로 오늘은 충분합니다.
95,"당신은 누구의 기준에 맞출 필요가 없습니다. 당신의 기준이, 가장 정확합니다."
96,오늘은 마음이 시키는 일을 하나만 해보세요. 큰일이 아니어도 좋습니다.
97,"잘 자는 밤이 잘 사는 하루를 만듭니다. 오늘 밤은 조금, 일찍 불을 꺼 보세요."
98,오늘 당신이 자신에게 건넨 한 마디가 가장 큰 위로일 수 있습니다.
99,"어떤 날은 그저 무사히 지나가는 것만으로도, 잘 살아낸 하루입니다."
100,오늘도 수고했습니다. 정말로요.
