id,text
74,"오늘은 단축키 하나가 잘못 눌립니다. 되돌리려다 두 번 더 잘못 누릅니다."
75,오늘은 자꾸 시계를 봅니다. 시계도 자꾸 멈춰 보입니다.
76,오늘 회의에서 당신이 한 발언은 정확히 1.5명에게만 닿습니다.
77,오늘 누군가 당신의 이름을 잘못 부릅니다. 정정할 타이밍은 이미 지났습니다.
78,오늘의 깨달음: '검토 부탁드려요'와 '컨펌해주세요'는 책임의 무게가 다릅니다.
79,오늘은 오타 한 글자가 PT 30장을 무너뜨립니다.
80,오늘 누군가의 자리에 새 키보드가 보입니다. 부럽지만 모른 척하세요.
81,"오늘 점심 후 회의는 졸음의 신과의 협상 시간입니다. 보통 신이 이깁니다."
82,'한번 보고 회신드릴게요'는 잊혔다는 뜻입니다.
83,오늘 당신의 자리는 형광등 깜빡임 정중앙입니다. 명상하기 좋은 환경은 아닙니다.
84,오늘은 사내 카페 줄이 평소보다 3배 깁니다. 무슨 행사가 있었던 모양입니다.
85,오늘의 미션: 점심시간을 1시간 안에 끝내기. 사실상 불가능합니다.
86,오늘 누군가의 '제 의견은 아닌데요'로 시작하는 말은 100% 본인 의견입니다.
87,오늘은 슬랙 알림 빨간 점이 9개를 넘깁니다. 클릭하면 더 늘어납니다.
88,오늘은 사용 안 하던 기능을 우연히 발견합니다. 다음 주면 또 잊습니다.
89,오늘 회의실 화이트보드는 지난주 낙서가 그대로 남아 있습니다. 당신이 지웁니다.
90,오늘 누군가 '아 그거요'라고 말하지만 사실 모릅니다.
91,오늘은 무선 마우스 배터리가 가장 바쁜 순간에 죽습니다.
92,오늘 회의 끝에 '다음 회의는 언제 잡을까요'가 나옵니다. 회의는 회의를 부릅니다.
93,'바로 보내드릴게요'의 '바로'는 보통 다음 날을 의미합니다.
94,오늘은 어쩐지 모든 메일이 'FYI'로 끝납니다. 모두에게 책임이 분산된 것뿐입니다.
95,"오늘 당신은 잠깐 자리를 비웠을 뿐인데, 책상 위에 결재판이 올라와 있습니다."
96,"오늘의 운세: 적당함. 두드러지지 않으니, 일도 안 옵니다."
97,오늘 누군가 '제가 한번 봐드릴게요'라고 하면 이미 늦은 겁니다.
98,오늘은 점심 후 산책 5분이 오후 4시간을 살립니다. 안 하면 16시에 무너집니다.
99,'팀장님께 보고드릴까요?'는 보통 보고 안 하는 게 정답인 질문입니다.
100,오늘은 퇴근 10분 전 상사와 눈 마주치지 마세요. 우주의 균형이 무너집니다.
